T,X,Y
1,0.5402504006740435,3
0,-6.316753264058397,0
0,6.4089583959916245,12
1,-0.1966258409878574,2
0,-1.4556456811921508,-5
0,-4.011360051474463,0
0,5.594107514992931,9
0,-4.518160505616327,2
0,4.132467281580389,-2
0,-1.8075689028183621,-1
0,1.1442755916002623,1
1,-0.15383593852698163,-1
0,3.938761072543852,2
0,4.7615878962139675,4
0,-4.2925127721367655,-9
0,6.279862069133165,5
0,4.738751327671394,6
0,6.323382940340262,-1
0,8.600647939240048,8
0,-6.44301467969696,-8
0,10.29994945901306,11
0,-6.993065135699816,0
0,-2.2303680635676835,-4
0,2.6866250076415668,-2
0,6.233643626668078,12
0,4.145716701894013,4
0,2.815295473590508,-5
0,3.7787484850415827,6
0,-4.442747660016206,-2
0,1.118473859186573,-4
0,13.495883203390372,13
0,-11.450151964843963,-8
0,-0.17431193707830017,-5
1,0.5121827019509397,2
0,-3.432646707623922,-4
1,0.31643381151023986,2
0,1.5098946339309034,6
1,-0.25464768233307167,0
1,0.6059384778719022,0
0,-4.425820831193057,0
0,3.9746422538317914,6
0,-2.194540361870959,7
0,-4.539184291027812,-6
0,11.530728781580311,5
1,-1.8369388513555354,6
0,-1.3997489644323262,-1
0,-8.616149278068304,-10
0,2.997942710914725,4
0,-4.240919352946209,4
0,-2.469393514425047,-8
0,4.7266957349373175,-7
0,3.6845499739102445,-1
0,-2.663608886586718,-8
1,3.778578147646062,8
0,3.1614465069685753,0
0,0.32098011141161076,0
0,-3.705530461147836,-5
1,3.4238368151066445,-2
0,-6.664107264754292,-2
0,3.024894451791606,4
0,1.0641306232688457,7
0,-5.158577794275013,-6
0,-4.265425113937937,-10
0,13.581109122048277,15
0,-9.195142521467025,-2
1,1.4724365467252556,3
1,-0.5741166768758321,-5
0,3.4515735855228553,1
0,2.7748809382749906,8
0,5.753556727945273,12
0,4.801858994055917,0
0,1.0575181311110708,-1
0,-5.880284789123204,-16
1,-0.35777341853559075,0
0,3.711260255771938,4
0,3.677611041957231,20
0,6.799990199811802,6
1,0.17497475324824419,9
0,-4.8970128257541585,-3
0,-1.7264947561219528,-4
0,2.3525133491480705,6
0,5.901187795521084,13
0,6.034441996190492,0
0,4.910781274174257,7
0,-5.242958296985327,0
1,-1.119167231471732,-5
0,3.7630407685789975,5
0,2.6480171266148806,3
0,5.3155914505016355,8
0,-5.136890129589654,5
0,4.124370137233282,1
0,-12.847664773490267,-15
1,-1.4608879703064686,3
0,1.3457409900130013,3
1,-0.7500128597007718,1
0,5.346725871569347,-3
1,-0.08382102855987572,2
0,1.0855924736366795,1
0,4.448566972493474,4
0,-3.415715759639209,-5
0,8.486240342531474,6
0,-2.2327228987702457,-4
0,4.022456241273143,10
0,2.074750645739103,4
1,-1.1180035281812417,4
0,1.5220958548008428,3
0,2.5578602324873314,6
0,-1.3353157991918967,-3
0,12.002744851547831,19
0,-4.06868944244383,0
0,1.0059168861515582,7
0,6.641464331892964,7
0,3.5398560780928774,6
0,6.397704002849656,10
0,-6.662373283570117,-5
1,-0.17064768758638538,-2
0,1.1942929752088196,3
0,7.292115798105357,15
0,-3.1066963701044283,0
0,0.722654811746553,-2
0,10.400027077163504,13
0,2.9198482274663577,8
0,3.1660727988591946,6
0,0.682520651292169,-1
0,6.9451561278430685,2
0,-8.355563994011492,-1
0,-3.0753433712478504,0
0,-1.8297664505247933,13
0,1.6406867288558034,5
0,1.0149990495763372,5
0,-9.655024455785052,-11
1,1.5547120291407783,6
0,-3.26615712768999,6
0,15.136308548130803,17
1,-0.35704186256454573,0
0,6.2940514206106615,0
0,-1.7741767284151941,0
1,-0.22475148542309253,-9
0,-3.2654733878094504,0
0,5.241562674423726,10
0,7.6280730056942,3
0,-5.327024097503255,-6
0,3.588239640721572,3
0,4.908025171856579,-3
0,7.941919339116175,2
0,-1.3636797491649402,-3
0,8.94052793118511,3
0,-4.432973737183211,0
0,2.799696495051905,6
1,-0.6465061412268618,0
1,0.32848837120487295,4
0,7.280621135340926,0
0,4.483767615009733,5
0,16.37698487720302,17
0,1.4442318329514774,2
0,-1.9083839356935695,-3
0,7.760402322243823,8
0,3.1113602748828706,7
1,-0.3895911374266041,0
0,8.434326839794112,0
0,9.160453563700337,8
0,-5.556520559648412,-7
1,-0.03640819393277872,-4
0,7.8195782194432315,10
1,-1.9592441254731172,4
0,10.377292162887333,15
0,1.2182879228207757,3
0,3.98402196851987,5
0,2.7519839369544554,-3
0,-3.6282485638122264,-7
0,1.0518505918539751,5
1,-1.6550097202883745,-8
1,-0.2422360287513703,-1
0,7.297346778539276,14
0,5.191683334655865,0
1,0.6901071966092638,3
0,3.2441428295271044,8
0,9.487738767929182,4
0,1.6838445413967813,-7
1,-0.19397507085744925,-4
0,5.527684984904096,7
0,-1.0122889825846721,-2
0,-4.370093048851538,2
0,11.273635635963476,18
0,-3.7973689643795954,-8
0,2.6000982464926983,5
0,4.011459434412639,4
1,0.21594056021581753,3
0,11.351480961178112,9
0,11.574777771764367,8
0,3.964197876706705,2
0,-5.936078486951862,0
0,3.780653142168152,4
0,-7.02288762566463,-4
